col1;col2;col3;col4;col5;col6;col7;col8;col9;col10;target
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;1
84.21;84.65;84.21;84.21;84.65;84.21;84.21;84.21;84.65;84.21;1
84.21;84.65;84.21;84.21;84.21;84.65;84.65;84.65;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.65;1
84.65;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.65;84.21;1
84.65;84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.65;84.21;1
84.21;84.21;84.65;84.65;84.21;84.65;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.65;84.65;84.21;84.21;84.65;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.65;84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.21;1
84.21;84.65;84.21;84.65;84.21;84.21;84.21;84.65;84.65;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.65;84.21;84.21;84.65;84.21;84.21;84.21;84.21;1
84.21;84.65;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.65;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.65;1
84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.65;84.21;84.65;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.65;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;1
84.21;84.21;84.21;84.65;84.21;84.65;84.65;84.21;84.21;84.21;1
84.65;84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.65;1
84.21;84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.65;84.21;1
84.21;84.21;84.21;84.65;84.65;84.21;84.21;84.21;84.21;84.21;1
84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.65;84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.65;1
84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;1
84.65;84.21;84.21;84.65;84.65;84.21;84.21;84.65;84.21;84.21;1
84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.65;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.65;84.65;84.21;84.21;84.21;1
84.21;84.21;84.21;84.65;84.65;84.21;84.65;84.21;84.21;84.21;1
84.21;84.21;84.21;84.65;84.21;84.65;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.65;84.21;84.21;84.21;84.21;84.65;84.21;84.65;84.21;84.21;1
84.65;84.21;84.21;84.21;84.21;84.65;84.21;84.21;84.65;84.21;1
84.65;84.65;84.65;84.21;84.21;84.21;84.65;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;1
84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;1
84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.65;84.21;84.21;84.21;84.65;84.21;84.21;84.21;1
84.65;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.65;84.21;1
84.65;84.21;84.21;84.21;84.65;84.21;84.21;84.65;84.21;84.21;1
84.21;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.65;84.21;84.21;1
84.21;84.65;84.21;84.21;84.65;84.21;84.21;84.21;84.21;84.65;1
84.21;84.21;84.21;84.65;84.21;84.65;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;84.21;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;81.02;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;85.19;1
